STATE,AGE.REFP,SEX.REFP,AGE.SPOUSE,SEX.SPOUSE,NUM.CHILD,SALARY,EDU.FATHER,EDU.MOTHER,RACE.SPOUSE,RELIGION.SPOUSE,RACE.REFP,RELIGION.REFP
36,37,2,0,0,2,0,0,0,0,0,1,14
36,33,2,0,0,3,0,0,0,0,0,1,14
36,28,1,0,0,0,0,0,0,0,0,1,7
37,29,1,24,2,0,70000,7,6,1,1,1,1
6,67,1,65,2,0,0,4,2,1,14,1,13
6,46,1,45,2,0,0,99,99,1,1,1,2
6,44,1,0,0,0,400,0,0,0,0,1,14
37,23,1,0,0,0,0,0,0,0,0,1,1
6,20,2,18,2,0,0,4,6,1,2,1,3
6,44,2,0,0,3,0,0,0,0,0,1,15
39,87,2,0,0,0,0,0,0,0,0,1,4
39,64,1,0,0,0,0,0,0,0,0,1,4
26,47,1,42,2,1,0,5,6,1,4,1,18
26,40,1,29,2,0,0,8,7,1,1,1,1
26,37,1,36,2,2,140000,6,5,1,4,1,4
26,72,1,67,2,0,0,3,8,1,4,1,4
26,76,1,72,2,0,0,4,2,1,4,1,1
26,43,1,42,2,3,95000,7,5,1,4,1,4
26,48,1,45,2,2,73000,7,2,1,4,1,4
26,50,1,56,2,0,0,3,4,1,12,2,12
26,54,1,53,2,0,0,6,4,1,4,1,4
26,55,1,51,2,0,147000,7,6,1,4,1,4
26,81,1,77,2,0,0,5,4,1,4,1,4
26,66,1,58,2,0,89950,7,4,1,19,1,19
51,65,2,0,0,0,180000,0,0,0,0,1,15
26,36,1,0,0,0,0,0,0,0,0,1,99
19,59,1,58,2,0,9999999,7,4,1,14,1,14
19,35,2,0,0,2,67500,0,0,0,0,1,12
19,32,1,0,0,0,0,0,0,0,0,1,14
42,39,1,34,2,3,40000,8,8,1,6,1,1
19,39,1,36,2,1,0,4,7,1,12,1,12
19,38,1,31,2,2,0,4,6,1,14,1,14
36,82,1,0,0,0,0,0,0,0,0,2,6
42,66,1,66,2,0,0,5,4,1,13,1,4
1,60,1,0,0,0,105000,0,0,0,0,1,14
17,60,1,63,2,0,250000,7,4,1,14,1,14
12,55,2,0,0,0,76800,0,0,0,0,1,10
8,24,1,25,2,0,58000,7,7,1,1,1,1
12,21,1,21,2,0,0,8,6,1,1,1,1
6,63,1,63,2,0,0,8,6,1,24,1,24
27,66,2,0,0,0,0,0,0,0,0,1,24
6,39,1,44,2,3,0,7,6,1,14,1,14
6,39,1,38,2,4,12000,4,4,1,24,1,24
48,76,1,73,2,0,0,4,4,1,9,7,9
48,47,1,47,2,0,117500,7,5,1,14,1,14
48,21,2,0,0,2,0,0,0,0,0,1,9
48,65,1,54,2,0,0,5,4,1,9,1,15
48,44,1,45,2,3,0,5,4,1,9,1,9
13,23,1,23,2,1,0,7,7,1,9,1,14
0,40,1,34,2,6,1982,99,99,1,16,1,16
0,37,2,0,0,0,2658,0,0,0,0,1,2
0,68,1,69,2,0,2895.69,8,6,1,16,1,16
0,33,2,0,0,0,1697,0,0,0,0,1,16
0,30,1,28,2,4,0,0,0,1,16,1,16
36,61,1,55,2,0,0,8,7,1,16,1,16
4,72,1,68,2,0,0,7,7,1,9,1,9
4,44,1,41,2,3,0,8,6,1,10,1,4
4,37,1,36,2,2,0,7,6,1,1,1,1
17,75,1,74,2,0,0,4,2,1,9,1,9
48,47,1,48,2,0,165000,4,4,1,14,1,14
42,42,1,43,2,2,55000,7,8,1,3,1,2
48,26,1,0,0,0,87000,0,0,0,0,1,12
48,23,1,23,2,0,0,7,4,1,14,1,14
48,37,1,35,2,2,56000,99,99,1,2,1,14
0,33,1,36,2,2,48000,0,0,4,15,1,15
48,32,1,34,2,1,78000,0,0,4,3,1,14
29,78,1,77,2,0,0,3,5,1,6,1,6
20,54,1,55,2,0,0,4,6,1,6,1,6
20,23,1,23,2,0,0,8,8,1,6,1,6
20,26,1,27,2,2,0,8,8,1,14,1,14
30,84,1,88,2,0,0,4,4,1,13,1,13
30,58,2,0,0,2,0,0,0,0,0,1,14
29,39,1,36,2,2,0,4,4,1,12,1,12
56,38,1,0,0,0,0,0,0,0,0,1,14
30,36,1,0,0,0,0,0,0,0,0,1,4
56,36,1,0,0,1,2100,0,0,0,0,1,14
30,35,1,0,0,0,0,0,0,0,0,1,1
32,26,2,0,0,0,0,0,0,0,0,1,1
29,66,1,62,2,0,0,3,4,1,14,1,6
56,66,1,61,2,0,1500,3,4,1,1,1,1
49,32,1,33,2,3,52000,3,3,1,1,1,1
39,74,1,57,2,1,0,4,4,1,6,1,6
39,50,1,49,2,0,70000,4,4,1,15,1,15
47,35,2,0,0,3,0,0,0,0,0,1,14
39,61,1,47,2,0,800,4,4,1,1,1,1
21,41,2,0,0,0,0,0,0,0,0,1,6
39,25,1,25,2,2,0,4,4,1,6,1,6
21,21,1,0,0,1,0,0,0,0,0,1,14
45,63,1,60,2,0,0,7,4,1,10,1,10
39,38,1,0,0,0,0,0,0,0,0,1,2
39,34,1,33,2,4,0,7,7,1,2,1,3
39,30,1,0,0,0,44000,0,0,0,0,1,1
39,61,1,65,2,0,0,2,6,1,10,1,10
45,31,1,28,2,1,0,8,7,1,99,1,12
27,70,2,0,0,0,0,0,0,0,0,1,15
19,23,1,23,2,1,0,5,7,1,12,1,4
19,21,2,0,0,0,0,0,0,0,0,1,4
19,57,1,52,2,0,96000,6,3,1,15,1,15
19,46,2,0,0,1,0,0,0,0,0,1,4
19,27,1,24,2,0,0,8,6,1,14,9,1
47,84,1,81,2,0,0,1,1,1,14,1,14
47,61,1,0,0,0,0,0,0,0,0,1,31
47,59,1,59,2,0,0,4,4,1,14,1,14
47,33,1,32,2,0,0,1,5,1,2,1,2
39,81,1,79,2,0,0,0,0,4,25,4,25
39,48,1,48,2,2,148000,4,4,1,1,4,1
29,27,2,0,0,0,25000,0,0,0,0,1,14
18,50,1,50,2,3,145000,8,0,4,6,1,12
53,70,1,0,0,0,0,0,0,0,0,1,16
41,69,2,0,0,0,0,0,0,0,0,7,6
41,68,1,65,2,0,0,6,6,1,1,1,1
6,87,2,0,0,0,0,0,0,0,0,1,15
36,54,1,55,2,2,400000,7,0,4,4,1,4
6,55,1,56,2,1,80000,4,4,4,1,4,1
6,24,1,0,0,0,75000,0,0,0,0,1,1
6,55,1,55,2,0,150000,7,7,4,1,1,14
6,85,1,84,2,0,0,0,99,4,1,1,10
12,40,1,0,0,0,0,0,0,0,0,2,1
34,39,1,38,2,2,102000,7,7,1,4,1,4
34,65,1,66,2,1,0,7,5,1,4,1,4
34,51,1,60,2,0,120000,7,4,1,99,1,99
5,81,2,0,0,0,0,0,0,0,0,2,6
48,39,2,0,0,2,0,0,0,0,0,1,6
48,68,1,66,2,0,0,6,4,1,6,1,6
48,39,1,41,2,3,72000,7,4,1,15,1,6
48,51,1,48,2,1,0,7,7,1,6,1,6
48,40,1,43,2,2,112000,7,7,1,6,1,6
6,42,1,41,2,0,0,8,7,1,2,1,2
46,69,2,0,0,0,0,0,0,0,0,1,21
8,38,1,0,0,0,0,0,0,0,0,1,2
46,36,2,0,0,0,0,0,0,0,0,9,1
27,36,1,31,2,0,0,4,5,1,13,1,13
27,34,2,0,0,0,70000,0,0,0,0,1,6
0,66,1,66,2,0,1000,4,6,1,14,1,14
53,62,1,61,2,0,0,5,6,1,14,1,14
8,43,1,40,2,2,90000,8,7,1,27,1,27
46,78,2,0,0,0,0,0,0,0,0,1,13
37,66,2,0,0,0,0,0,0,0,0,2,99
37,59,1,61,2,0,0,99,3,2,6,2,6
37,46,2,0,0,1,0,0,0,0,0,2,14
37,28,1,0,0,0,0,0,0,0,0,2,24
37,27,2,0,0,2,0,0,0,0,0,2,14
37,27,2,27,2,2,0,4,4,2,14,2,14
37,24,2,0,0,1,0,0,0,0,0,2,14
37,20,1,0,0,0,0,0,0,0,0,2,1
37,47,1,47,2,0,0,4,5,2,6,2,6
37,68,1,56,2,0,0,4,4,1,6,1,6
37,67,1,62,2,0,0,4,4,1,6,1,6
37,35,2,0,0,2,37000,0,0,0,0,1,14
37,94,2,0,0,0,0,0,0,0,0,1,6
37,72,1,70,2,0,0,4,4,1,6,1,6
17,92,1,0,0,0,0,0,0,0,0,1,16
17,65,1,64,2,0,0,7,7,1,16,1,16
6,34,1,30,1,0,208600,0,0,7,2,1,2
17,32,1,0,0,0,110000,0,0,0,0,1,16
9,28,1,0,0,0,0,0,0,0,0,1,2
26,78,2,0,0,0,0,0,0,0,0,1,6
34,75,2,0,0,0,0,0,0,0,0,1,4
34,52,1,0,0,0,0,0,0,0,0,1,4
34,51,1,0,0,0,0,0,0,0,0,1,4
34,65,1,67,2,0,77000,3,4,1,4,1,4
34,44,2,0,0,0,0,0,0,0,0,1,1
36,26,2,0,0,0,0,0,0,0,0,1,4
34,57,1,0,0,0,0,0,0,0,0,1,4
34,56,2,0,0,0,0,0,0,0,0,1,4
10,50,1,53,2,0,900,4,99,1,20,1,20
34,34,2,0,0,0,0,0,0,0,0,1,15
34,31,1,0,0,1,0,0,0,0,0,1,1
42,24,1,23,2,0,0,6,7,1,3,1,2
29,73,1,71,2,0,0,7,4,1,4,1,4
29,70,1,68,2,0,0,7,4,1,99,1,99
29,42,1,39,2,1,0,7,5,1,1,1,4
36,37,1,41,2,2,144000,7,4,1,4,1,4
29,74,1,71,2,0,0,4,4,1,1,1,1
29,40,1,38,2,3,115000,8,7,1,4,1,4
20,34,1,35,2,3,125000,8,7,1,14,1,14
19,71,2,0,0,0,0,0,0,0,0,1,10
31,38,1,36,2,1,85000,7,7,1,10,1,1
6,46,1,46,2,1,125000,0,0,9,4,1,1
29,78,1,75,2,0,0,4,4,1,13,1,13
29,53,1,0,0,0,0,0,0,0,0,1,13
40,69,1,65,2,0,0,99,3,1,6,1,4
39,35,1,35,2,0,0,7,7,1,10,1,15
39,64,1,67,2,0,0,1,2,1,14,1,14
5,70,2,0,0,0,0,0,0,0,0,1,10
48,46,1,40,2,1,0,6,6,7,4,1,14
48,43,1,34,2,4,0,2,3,7,6,1,4
48,36,1,29,2,3,0,4,4,1,15,1,6
48,42,1,0,0,0,0,0,0,0,0,2,14
19,62,1,63,2,0,0,4,4,1,9,1,10
19,70,1,68,2,0,0,4,99,1,1,1,1
19,72,2,0,0,0,0,0,0,0,0,1,10
19,76,1,66,2,0,0,4,7,1,10,1,1
19,45,1,44,2,0,68000,7,6,1,1,1,1
19,35,1,34,2,1,0,7,6,1,1,2,99
19,44,1,31,2,3,0,7,7,1,10,1,10
19,69,1,67,2,0,0,0,2,1,12,1,12
31,64,2,0,0,0,0,0,0,0,0,1,10
19,75,1,72,2,0,0,99,2,1,10,1,10
19,46,2,0,0,1,0,0,0,0,0,1,14
19,49,1,0,0,0,0,0,0,0,0,1,9
31,42,1,0,0,0,0,0,0,0,0,1,12
19,38,1,0,0,1,0,0,0,0,0,1,12
19,44,1,41,2,3,0,3,4,1,11,1,11
19,27,1,27,2,1,0,4,4,1,9,1,9
37,75,1,71,2,0,0,2,4,1,6,1,6
37,40,1,34,2,2,50000,4,4,1,14,1,14
37,30,1,31,2,3,5000,6,6,1,14,1,14
37,20,2,0,0,0,0,0,0,0,0,1,15
37,49,1,50,2,0,90000,4,2,1,6,1,6
37,33,1,34,2,3,1000,4,6,1,14,1,14
37,55,1,54,2,0,0,4,3,1,6,1,6
47,85,1,0,0,0,0,0,0,0,0,1,31
48,61,1,61,2,0,175000,6,2,1,14,1,14
48,26,1,27,2,0,51500,4,4,1,6,1,15
47,49,1,51,2,1,0,4,4,1,31,1,31
39,40,1,42,2,3,0,5,5,1,15,1,1
39,28,1,0,0,0,0,0,0,0,0,1,14
39,25,1,24,2,0,0,8,6,1,14,1,14
39,49,1,42,2,2,0,5,3,1,15,1,15
39,46,1,48,2,0,0,3,3,1,14,1,14
39,61,2,0,0,0,0,0,0,0,0,1,13
8,70,1,69,2,0,0,2,4,1,4,1,4
31,41,1,37,2,3,108000,7,6,1,14,1,4
8,36,2,0,0,0,500,0,0,0,0,1,1
8,49,1,48,2,0,75000,6,4,1,15,1,15
8,31,1,32,2,4,3576,4,4,1,14,1,14
8,66,1,68,2,1,3000,2,3,1,14,1,4
37,37,2,0,0,0,83443,0,0,0,0,1,14
34,47,1,41,2,0,0,0,0,1,4,1,4
42,44,1,45,2,3,0,7,8,1,10,1,10
34,46,1,45,2,4,115000,4,7,1,4,1,4
34,43,1,47,2,2,0,7,6,1,1,1,3
34,38,1,42,2,2,0,4,4,1,4,1,4
37,31,1,32,2,1,44400,7,5,1,3,2,3
37,29,1,0,0,0,0,0,0,0,0,1,1
45,22,1,0,0,0,3000,0,0,0,0,1,3
34,43,1,41,2,1,0,2,4,1,9,1,9
37,63,1,57,2,0,0,4,6,1,7,1,7
37,24,1,26,2,0,0,6,6,1,7,1,6
21,55,1,53,2,0,105000,3,2,1,6,1,6
21,26,1,27,2,1,115500,7,6,1,6,1,6
21,60,2,0,0,0,0,0,0,0,0,1,6
21,76,2,0,0,0,0,0,0,0,0,1,6
21,59,2,0,0,0,200,0,0,0,0,1,6
21,56,1,60,2,0,0,1,3,1,6,1,6
21,35,1,32,2,2,0,4,6,1,6,1,6
21,35,1,36,2,0,0,4,6,1,99,1,10
51,74,1,0,0,0,0,0,0,0,0,1,14
51,47,1,41,2,3,0,4,4,1,13,3,1
37,24,1,0,0,1,0,0,0,0,0,1,6
37,42,1,41,2,2,80000,3,2,1,14,1,1
26,80,1,0,0,0,0,0,0,0,0,1,9
4,70,2,0,0,0,0,0,0,0,0,1,1
34,46,1,42,2,1,0,0,0,1,1,1,1
26,43,2,0,0,1,0,0,0,0,0,1,18
53,26,2,0,0,0,0,0,0,0,0,1,1
26,49,1,42,2,1,0,6,6,1,1,1,1
49,68,1,67,2,0,0,0,0,1,21,1,21
49,42,1,36,2,2,0,4,4,1,2,1,2
5,42,1,38,2,3,0,4,4,1,21,1,21
49,22,1,22,2,0,76000,6,6,1,4,1,1
27,73,1,68,2,0,0,4,4,1,9,1,10
27,50,1,52,2,0,0,7,99,1,9,1,9
55,45,1,48,2,0,125000,6,4,1,9,1,9
37,76,1,77,2,0,0,2,4,1,10,1,10
25,51,1,53,2,0,0,4,7,1,13,1,13
25,48,1,49,2,0,105000,5,4,1,4,1,4
25,63,1,0,0,0,0,0,0,0,0,1,4
32,63,1,0,0,0,0,0,0,0,0,9,4
32,42,1,45,2,0,0,0,0,1,2,2,14
42,46,1,46,2,1,0,6,6,2,14,2,14
51,67,1,62,2,0,0,99,4,1,26,1,26
34,51,2,0,0,0,0,0,0,0,0,1,4
12,56,1,0,0,0,0,0,0,0,0,1,3
12,31,1,0,0,0,0,0,0,0,0,1,1
24,26,1,28,2,0,61200,7,7,1,4,1,4
12,62,1,60,2,0,0,5,4,1,99,1,99
34,59,1,53,2,0,86000,4,4,1,4,1,4
6,29,1,28,2,0,0,7,5,1,1,1,1
47,70,2,0,0,0,0,0,0,0,0,1,10
21,97,2,0,0,0,0,0,0,0,0,1,6
21,71,1,69,2,0,0,4,4,1,6,1,6
21,50,1,49,2,1,0,6,4,1,6,1,6
12,43,1,43,2,2,0,6,4,1,6,1,6
51,64,2,0,0,0,0,0,0,0,0,1,14
8,39,2,0,0,2,0,0,0,0,0,1,19
48,38,1,40,2,3,36000,7,6,1,6,1,6
12,45,1,0,0,0,41000,0,0,0,0,1,6
17,37,1,0,0,0,0,0,0,0,0,1,14
17,27,1,27,2,1,0,6,4,1,14,1,14
17,90,1,0,0,0,0,0,0,0,0,1,7
17,60,1,0,0,0,0,0,0,0,0,1,7
26,60,1,55,2,0,0,5,4,1,4,1,4
41,35,1,45,2,0,6000,2,6,1,1,1,1
26,35,2,0,0,0,0,0,0,0,0,1,4
26,33,1,32,2,1,0,4,6,1,14,1,1
41,32,1,0,0,0,77500,0,0,0,0,1,2
26,39,1,37,2,2,115000,5,4,1,4,2,4
48,22,1,21,2,0,60000,7,4,1,15,1,15
41,19,2,0,0,0,0,0,0,0,0,1,2
48,62,1,63,2,2,0,4,4,1,6,1,6
48,40,1,41,2,2,220000,5,4,1,6,1,6
48,32,1,31,2,3,0,6,6,1,1,7,1
48,21,1,0,0,0,0,0,0,0,0,1,1
48,46,1,47,2,0,0,4,4,1,6,9,4
48,27,2,0,0,1,1800,0,0,0,0,1,15
48,43,1,41,2,1,0,3,3,1,15,1,1
48,25,1,26,2,1,0,3,3,7,15,7,1
18,73,1,0,0,0,0,0,0,0,0,1,13
18,62,2,0,0,0,0,0,0,0,0,1,1
18,61,1,53,2,0,0,4,4,1,14,1,14
18,44,2,0,0,0,0,0,0,0,0,9,1
18,42,1,41,2,0,0,99,4,1,14,1,14
18,42,1,41,2,0,0,3,3,1,1,1,1
18,36,2,0,0,1,0,0,0,0,0,1,1
18,29,1,29,2,2,52000,4,4,1,14,1,14
18,27,1,0,0,0,1200,0,0,0,0,1,1
18,72,1,67,2,0,0,99,3,1,15,1,15
18,61,1,58,2,0,0,3,3,1,1,1,1
18,43,1,48,2,1,0,0,0,1,1,1,1
18,49,1,39,2,3,0,3,3,1,14,1,14
18,43,1,37,2,1,0,4,99,1,1,1,1
18,46,1,32,2,3,0,4,4,1,1,1,1
13,68,2,0,0,2,0,0,0,0,0,1,13
13,49,1,56,2,3,0,99,99,1,14,1,14
18,38,1,35,2,2,0,6,4,1,14,1,14
18,28,1,26,2,1,0,2,6,1,14,1,14
18,24,1,23,2,0,0,7,0,1,14,1,26
1,61,2,0,0,0,0,0,0,0,0,2,6
1,35,1,35,2,2,0,99,99,2,6,2,6
1,33,1,0,0,0,0,0,0,0,0,2,99
1,29,2,0,0,4,0,0,0,0,0,2,6
1,44,1,46,2,1,0,4,4,2,6,2,6
1,38,2,0,0,4,0,0,0,0,0,2,99
1,35,2,0,0,0,0,0,0,0,0,2,6
1,62,1,61,2,0,0,4,4,2,6,2,6
51,40,1,43,2,2,185000,0,0,1,1,1,1
48,38,1,0,0,0,0,0,0,0,0,1,1
26,31,2,0,0,1,0,0,0,0,0,1,15
26,29,2,0,0,0,0,0,0,0,0,1,1
38,66,1,63,2,0,250000,0,0,9,99,1,99
26,61,1,58,2,0,0,0,0,1,15,1,15
26,65,2,0,0,0,0,0,0,0,0,1,6
26,39,1,0,0,0,0,0,0,0,0,1,1
47,36,1,34,2,3,0,4,4,1,1,1,1
47,27,2,0,0,0,0,0,0,0,0,1,14
47,59,1,57,2,0,0,2,3,1,14,1,14
6,85,2,0,0,0,0,0,0,0,0,4,10
12,68,1,0,0,0,0,0,0,0,0,1,13
12,31,1,26,2,0,813,7,6,1,6,1,6
12,33,1,29,2,1,0,99,99,1,14,1,14
36,68,1,63,2,0,0,4,4,1,4,1,4
34,71,1,64,2,0,0,4,4,1,10,1,10
34,58,1,57,2,0,0,7,0,1,10,1,4
36,46,2,0,0,2,0,0,0,0,0,1,7
39,42,1,0,0,0,65000,0,0,0,0,1,1
25,32,1,0,0,0,0,0,0,0,0,1,4
34,26,1,0,0,0,55000,0,0,0,0,1,14
39,45,2,0,0,2,0,0,0,0,0,1,14
6,32,1,31,2,1,9999998,8,7,1,1,1,1
27,53,2,0,0,0,0,0,0,0,0,1,1
27,56,1,56,2,0,0,4,6,1,1,1,1
27,38,1,37,2,4,45000,6,6,1,1,1,1
39,82,1,80,2,0,0,0,0,1,12,1,12
37,57,1,58,2,0,170000,4,4,1,9,1,9
6,56,1,56,2,0,0,0,0,1,1,1,15
6,24,1,24,2,0,85000,8,8,1,15,1,15
25,47,1,0,0,0,0,0,0,0,0,1,1
24,46,1,0,0,1,110000,0,0,0,0,1,1
51,69,1,0,0,0,0,0,0,0,0,1,16
24,39,1,39,2,3,290000,8,8,1,16,1,16
6,36,1,0,0,0,0,0,0,0,0,1,16
51,42,1,39,2,1,100000,8,7,1,16,1,16
11,39,1,36,2,1,250000,8,7,1,16,7,2
21,78,1,0,0,0,0,0,0,0,0,1,10
21,69,1,58,2,0,0,1,2,1,14,1,6
21,22,1,0,0,0,0,0,0,0,0,1,14
21,70,1,67,2,0,0,1,1,1,6,1,1
21,42,2,0,0,2,0,0,0,0,0,1,6
21,74,2,0,0,0,0,0,0,0,0,1,14
18,42,1,39,2,3,220000,8,8,1,3,1,3
47,72,1,67,2,0,0,5,5,1,14,1,14
12,50,1,46,2,0,0,4,2,1,4,1,10
12,47,1,37,2,1,0,0,0,1,10,1,10
48,44,1,42,2,0,0,4,4,1,4,1,6
48,23,1,0,0,0,0,0,0,0,0,1,14
48,66,1,72,2,0,0,2,0,1,6,1,1
48,36,1,37,2,3,0,0,4,1,6,9,6
48,53,2,0,0,7,0,0,0,0,0,1,1
12,31,1,30,2,2,0,4,2,1,6,1,6
37,49,1,50,2,1,250000,4,7,1,6,1,6
37,60,1,53,2,1,0,6,6,1,10,1,10
45,65,2,0,0,0,0,0,0,0,0,1,6
45,51,2,0,0,0,0,0,0,0,0,1,14
45,44,1,39,2,1,83000,6,4,1,15,1,1
45,44,2,0,0,1,55628,0,0,0,0,1,6
37,41,1,0,0,0,60000,0,0,0,0,1,6
37,38,1,37,2,4,0,99,2,1,14,1,14
8,25,1,0,0,0,0,0,0,0,0,1,14
45,45,2,0,0,2,9999999,0,0,0,0,1,1
8,46,1,0,0,1,0,0,0,0,0,1,99
8,69,1,67,2,0,0,5,5,1,1,1,1
8,35,2,0,0,5,0,0,0,0,0,1,14
53,30,1,28,2,1,0,4,4,1,14,1,1
55,38,1,31,2,3,0,4,4,1,1,2,1
6,65,1,57,2,0,0,6,8,1,1,1,1
42,65,1,65,2,0,0,7,6,1,25,1,25
42,33,1,30,2,2,0,0,8,7,13,1,13
42,29,1,0,0,0,0,0,0,0,0,1,12
34,83,2,0,0,0,0,0,0,0,0,1,4
34,30,1,29,2,0,123000,4,6,1,3,1,4
34,26,1,0,0,0,60000,0,0,0,0,1,2
34,58,1,59,2,0,181000,4,6,1,4,1,4
34,30,1,31,2,0,60000,4,7,1,3,1,3
42,29,2,0,0,0,0,0,0,0,0,1,4
34,29,1,26,2,0,61000,8,7,1,4,1,4
36,27,2,0,0,0,78000,0,0,0,0,1,4
13,25,1,0,0,0,5800,0,0,0,0,1,4
34,63,1,63,2,0,105000,4,4,1,4,1,4
34,63,1,60,2,0,90000,4,4,1,4,1,4
34,60,1,58,2,0,198000,4,4,9,4,9,4
25,47,1,43,2,2,113000,8,6,1,4,1,4
24,36,1,35,2,2,145000,6,7,1,4,1,7
34,33,1,33,2,1,90000,6,7,1,4,1,4
40,31,1,27,2,5,0,6,4,1,6,1,6
40,30,2,0,0,1,0,0,0,0,0,1,14
30,35,1,33,2,2,6000,3,5,1,15,1,15
40,59,1,54,2,0,0,99,3,1,10,1,4
4,69,1,70,2,0,106000,4,4,1,11,1,11
4,66,2,0,0,0,42000,0,0,0,0,1,14
4,27,1,0,0,0,0,0,0,0,0,1,11
55,41,1,0,0,0,0,0,0,0,0,1,14
55,40,1,34,2,1,0,4,4,1,9,1,4
8,27,2,0,0,1,0,0,0,0,0,1,14
27,51,1,59,2,0,0,2,3,1,10,1,9
38,77,1,64,2,0,0,99,99,1,1,1,1
38,61,1,63,2,0,0,2,3,1,9,1,4
27,55,1,53,2,0,0,3,2,1,9,1,9
8,21,1,21,2,0,26000,8,6,1,14,2,6
27,46,1,0,0,0,65000,0,0,0,0,1,9
12,37,1,36,2,0,75000,4,4,1,14,7,14
27,24,1,0,0,0,0,0,0,0,0,2,3
12,72,1,73,2,0,0,2,4,1,12,1,12
19,42,1,41,2,1,0,7,4,1,2,1,2
53,66,1,65,2,0,100000,4,0,1,13,1,16
53,73,1,69,2,0,9999999,0,0,1,97,1,97
53,35,1,33,2,1,140000,4,4,1,1,1,1
53,36,1,27,2,0,0,4,4,1,3,1,3
53,32,1,32,2,0,100000,8,8,1,1,1,1
0,63,1,68,2,0,0,0,0,1,1,1,1
53,46,1,0,0,0,0,0,0,0,0,1,1
53,43,1,39,2,0,0,0,0,4,1,1,1
53,41,1,0,0,0,102000,0,0,0,0,1,1
25,36,1,36,2,0,85000,7,7,1,22,1,3
25,33,1,31,2,0,62500,8,8,1,2,1,2
0,26,2,0,0,0,2215.22,0,0,0,0,1,1
53,19,2,0,0,0,0,0,0,0,0,1,1
17,77,1,72,2,0,0,4,4,1,10,1,10
17,77,2,0,0,0,0,0,0,0,0,1,9
17,56,1,57,2,0,0,4,6,2,15,1,1
17,30,2,0,0,0,0,0,0,0,0,1,1
17,26,1,0,0,1,0,0,0,0,0,1,15
17,41,1,40,2,2,0,3,7,1,3,1,3
42,66,2,0,0,0,0,0,0,0,0,1,6
42,29,2,0,0,0,0,0,0,0,0,1,1
42,25,2,0,0,0,0,0,0,0,0,1,4
42,18,2,0,0,0,0,0,0,0,0,1,4
42,44,1,44,2,1,0,4,3,1,1,1,1
42,28,2,0,0,1,0,0,0,0,0,1,1
42,58,1,48,2,0,0,4,3,1,4,1,4
42,27,1,22,2,0,0,7,4,1,4,1,2
42,75,2,0,0,0,0,0,0,0,0,1,1
42,56,1,64,2,0,0,7,4,1,9,1,9
42,34,2,0,0,0,0,0,0,0,0,2,15
42,32,2,0,0,2,0,0,0,0,0,1,14
42,54,1,54,2,0,103800,7,4,1,1,1,1
42,52,1,53,2,2,75000,7,4,1,9,1,9
42,48,1,0,0,0,0,0,0,0,0,2,6
42,31,1,23,2,1,0,7,7,1,14,1,14
48,33,1,0,0,1,0,0,0,0,0,1,1
48,31,1,0,0,0,0,0,0,0,0,1,1
48,26,1,26,2,1,0,8,7,1,1,1,1
6,63,1,60,2,0,0,99,99,1,14,1,14
6,62,1,45,2,0,0,4,6,1,4,1,1
16,32,1,33,2,2,0,4,4,1,1,1,1
28,42,1,43,2,2,2000,6,6,1,6,1,6
28,72,1,64,2,0,0,1,3,1,27,1,6
28,44,1,0,0,0,0,0,0,0,0,1,1
28,33,1,33,2,2,0,6,5,1,15,1,15
28,62,1,65,2,0,0,4,7,1,13,1,13
28,41,1,0,0,0,750,0,0,0,0,1,6
4,41,1,38,2,1,97000,3,3,1,13,1,13
0,34,1,0,0,0,50000,0,0,0,0,1,15
53,20,2,0,0,0,0,0,0,0,0,1,14
28,40,2,0,0,2,0,0,0,0,0,1,6
4,34,1,32,2,3,0,6,7,1,14,1,14
4,32,2,0,0,3,0,0,0,0,0,1,14
26,76,1,73,2,0,0,3,4,1,14,1,14
18,32,1,0,0,0,0,0,0,0,0,1,18
26,30,1,0,0,0,0,0,0,0,0,1,1
26,54,1,51,2,0,0,7,4,1,10,1,13
26,56,1,0,0,0,0,0,0,0,0,1,1
12,37,2,0,0,1,0,0,0,0,0,1,3
55,85,2,0,0,0,0,0,0,0,0,1,13
55,56,1,57,2,0,0,3,4,1,9,1,9
55,35,1,34,2,3,9999999,4,4,1,14,1,14
17,28,1,28,2,2,0,7,7,1,14,1,14
55,63,1,64,2,0,65000,3,4,1,13,1,13
42,42,1,36,2,4,0,4,4,1,15,1,15
42,61,1,73,2,0,0,0,0,1,15,1,15
6,81,1,0,0,0,0,0,0,0,0,1,4
31,56,1,55,2,0,0,7,6,1,3,1,3
17,24,2,0,0,0,0,0,0,0,0,1,3
6,50,1,52,2,2,0,8,7,1,1,1,1
17,40,1,40,2,3,0,4,4,1,15,1,16
12,34,2,0,0,0,57000,0,0,0,0,1,1
17,31,2,0,0,0,0,0,0,0,0,1,1
12,63,1,61,2,0,75000,4,4,1,16,1,1
17,56,1,57,2,0,0,4,4,1,1,1,4
12,38,1,34,2,2,0,7,7,1,1,1,1
42,67,2,0,0,0,0,0,0,0,0,1,12
12,62,1,60,2,0,0,99,99,1,14,1,14
36,56,1,62,2,0,0,2,4,1,4,1,13
49,64,1,65,2,0,0,3,4,1,4,1,10
37,58,1,0,0,0,0,0,0,0,0,9,99
42,45,1,45,2,0,45000,7,4,1,1,1,1
34,67,1,0,0,0,0,0,0,0,0,1,1
