STATE,AGE.REFP,SEX.REFP,AGE.SPOUSE,SEX.SPOUSE,NUM.CHILD,SALARY,EDU.FATHER,EDU.MOTHER,RACE.SPOUSE,RELIGION.SPOUSE,RACE.REFP,RELIGION.REFP
42,70,1,64,2,2,0,4,4,1,5,1,4
42,60,1,54,2,0,48000,6,5,1,4,1,4
44,68,1,0,0,0,0,0,0,0,0,1,4
42,64,1,0,0,0,0,0,0,0,0,1,4
42,64,1,0,0,0,0,0,0,0,0,1,4
25,67,2,0,0,1,1280,0,0,0,0,7,4
42,26,1,0,0,0,0,0,0,0,0,1,1
22,37,2,0,0,3,0,0,0,0,0,1,1
42,46,1,50,2,2,80000,7,4,1,10,1,10
42,87,1,0,0,0,0,0,0,0,0,1,4
42,43,1,41,2,1,186000,4,7,1,14,1,14
42,88,2,0,0,0,0,0,0,0,0,1,20
42,67,2,0,0,0,0,0,0,0,0,1,13
42,64,1,61,2,0,0,0,0,1,1,1,1
42,41,1,35,2,1,115000,4,4,1,15,1,15
42,38,1,36,2,3,50000,7,7,1,1,1,1
42,39,2,0,0,2,0,0,0,0,0,1,10
1,63,1,61,2,0,0,6,4,1,31,1,31
1,58,1,59,2,0,52000,8,6,1,31,1,31
1,34,1,32,2,3,0,7,7,1,31,1,31
1,41,1,36,2,2,0,8,7,1,31,1,31
1,30,1,28,2,2,38000,8,7,1,28,1,28
1,29,1,25,2,0,45000,4,5,1,31,1,31
1,31,1,31,2,1,1600,8,7,1,31,1,15
1,69,2,0,0,0,0,0,0,0,0,2,6
1,66,1,61,2,0,0,4,4,2,6,2,6
1,95,2,0,0,0,0,0,0,0,0,1,6
1,68,1,64,2,0,0,5,5,1,6,1,6
1,71,1,67,2,0,80000,4,2,1,13,1,13
42,41,1,38,2,4,150000,7,6,1,6,1,6
39,40,1,39,2,3,0,5,4,1,6,1,6
18,22,1,21,2,1,0,4,6,1,1,1,1
39,22,1,22,2,0,32000,4,6,1,14,1,6
18,65,2,0,0,0,0,0,0,0,0,1,15
1,62,1,62,2,0,0,6,0,1,6,1,6
1,39,1,44,2,3,58000,7,6,1,6,1,6
18,39,1,36,2,4,0,8,6,1,6,1,6
18,37,1,38,2,3,9999999,7,6,1,6,1,6
21,42,1,41,2,2,55000,6,6,1,6,1,6
18,46,1,43,2,3,48000,8,6,1,99,1,14
12,24,1,25,2,0,2300,7,4,1,6,2,6
18,23,1,25,2,0,0,4,7,1,15,1,15
24,65,1,70,2,0,0,6,4,1,7,1,10
36,64,1,60,2,0,0,4,4,1,12,1,12
36,52,1,0,0,0,0,0,0,0,0,1,3
36,22,2,0,0,0,0,0,0,0,0,1,1
36,40,1,36,2,2,0,4,4,1,12,1,1
6,63,1,61,2,0,0,7,5,1,14,1,13
5,81,1,0,0,0,0,0,0,0,0,1,9
12,49,1,0,0,0,72000,0,0,0,0,2,6
13,46,1,38,2,1,70000,0,0,2,6,2,6
13,45,2,0,0,1,140000,0,0,0,0,2,15
13,41,1,38,2,1,0,6,7,2,15,2,15
12,66,2,0,0,0,0,0,0,0,0,1,11
12,32,1,39,2,2,0,7,4,1,6,1,6
32,70,2,0,0,0,0,0,0,0,0,1,6
4,64,1,60,2,0,35000,6,4,1,11,1,11
32,42,1,35,2,1,1635,4,4,1,15,1,15
4,28,1,27,2,0,0,4,0,1,1,1,1
12,65,1,62,2,0,0,0,0,7,5,1,13
42,35,1,35,2,1,120000,4,4,1,15,1,15
45,33,1,34,2,1,50000,8,8,1,4,1,10
47,34,1,0,0,1,0,0,0,0,0,1,10
12,32,1,29,2,0,0,99,99,7,15,1,15
12,33,1,32,2,0,0,4,6,1,15,1,15
45,30,1,0,0,0,84000,0,0,0,0,1,2
12,58,1,64,2,0,0,4,7,1,10,1,10
12,69,1,61,2,0,0,4,6,1,10,1,5
51,32,1,32,2,2,200000,7,8,1,12,1,12
12,84,2,0,0,0,0,0,0,0,0,1,13
42,51,1,56,2,2,0,4,4,1,10,1,10
12,34,2,0,0,0,36000,0,0,0,0,1,3
42,24,2,0,0,1,0,0,0,0,0,1,1
12,60,1,60,2,0,0,4,4,1,10,1,10
34,28,1,0,0,0,0,0,0,0,0,1,4
42,71,1,65,2,0,0,5,6,1,6,1,4
6,35,1,33,2,3,3200,4,4,7,4,7,4
6,56,1,0,0,0,90000,0,0,0,0,1,6
6,39,1,41,2,0,0,4,99,1,6,1,6
6,67,1,65,2,0,0,0,0,7,4,3,13
6,45,1,44,2,1,0,4,4,1,15,1,11
6,41,1,41,2,2,108000,4,4,1,11,1,11
6,35,1,32,2,1,0,4,6,1,3,1,4
6,23,1,0,0,0,82000,0,0,0,0,1,1
6,48,1,44,2,0,5800,4,4,1,11,1,14
6,46,1,47,2,5,0,4,3,1,14,1,14
6,46,1,38,2,2,0,6,0,1,24,1,24
6,55,1,65,2,0,50000,1,2,1,9,9,9
6,45,1,40,2,1,0,6,0,1,24,2,4
40,31,1,30,2,2,1250,4,4,1,15,1,15
40,29,2,0,0,2,0,0,0,0,0,3,14
40,66,1,57,2,0,0,7,5,3,1,1,10
53,72,1,71,2,0,0,99,5,1,29,1,29
53,45,1,44,2,3,87000,6,6,1,13,1,13
53,44,1,0,0,0,0,0,0,0,0,1,13
53,41,1,37,2,4,3000,4,4,1,29,1,29
53,39,1,40,2,3,120000,4,7,1,14,1,14
53,43,2,0,0,1,0,0,0,0,0,1,15
53,70,1,64,2,0,0,4,4,3,15,1,15
53,68,1,71,2,0,0,0,0,1,29,1,29
53,67,1,63,2,0,0,5,4,1,14,1,14
53,72,1,67,2,0,0,2,4,1,13,1,13
53,46,1,44,2,1,7900,8,7,1,29,1,29
53,48,1,49,2,1,67000,7,6,1,14,1,14
53,44,1,42,2,3,3600,4,4,1,14,1,14
53,46,1,45,2,2,3500,4,8,1,27,1,27
53,43,1,37,2,4,0,4,4,1,14,1,14
53,42,1,46,2,3,0,4,4,1,12,1,12
53,42,1,41,2,2,3300,4,6,1,29,1,29
53,40,1,39,2,2,0,4,4,1,14,1,14
53,37,1,0,0,2,0,0,0,0,0,1,14
26,38,1,37,2,2,0,6,6,1,29,1,29
6,36,2,0,0,0,0,0,0,0,0,1,27
53,33,2,0,0,0,0,0,0,0,0,1,1
53,33,1,29,2,2,0,6,4,1,14,1,14
53,66,1,64,2,0,0,2,2,1,13,1,13
12,39,1,39,2,4,80000,4,4,1,15,1,15
53,44,1,44,2,0,0,5,5,1,14,1,14
53,40,1,40,2,4,0,4,4,1,13,1,13
53,39,1,42,2,0,53000,7,6,1,20,1,20
53,75,1,74,2,0,0,2,4,1,14,1,14
53,27,1,26,2,1,0,7,6,1,6,1,6
6,25,2,0,0,0,0,0,0,0,0,1,14
26,24,2,0,0,0,36000,0,0,0,0,1,14
53,22,2,0,0,0,0,0,0,0,0,1,15
53,23,1,23,2,0,0,6,6,1,14,1,14
53,22,1,0,0,0,0,0,0,0,0,1,14
53,53,1,53,2,0,0,4,4,1,6,1,6
53,57,1,51,2,5,0,4,4,1,27,1,27
53,50,1,47,2,2,0,4,4,1,14,1,14
53,49,1,50,2,0,1200,5,6,1,14,1,14
25,65,1,0,0,0,0,0,0,0,0,1,13
42,36,1,39,2,2,84000,4,3,1,1,1,1
25,29,1,0,0,0,0,0,0,0,0,1,1
42,72,1,70,2,0,17000,4,4,1,10,1,10
42,50,1,40,2,2,40000,7,6,1,1,1,4
42,28,1,20,2,0,0,4,4,1,3,1,4
6,42,1,40,2,3,150000,7,8,1,4,1,4
25,87,1,0,0,0,9999999,0,0,0,0,1,15
25,60,1,56,2,0,450000,99,99,1,3,1,3
25,29,2,0,0,0,130000,0,0,0,0,1,1
25,27,2,0,0,0,93000,0,0,0,0,1,2
37,27,1,0,0,0,35000,0,0,0,0,1,2
34,63,1,62,2,0,81000,0,8,1,4,1,4
25,49,1,48,2,1,120000,0,8,1,4,1,22
25,56,1,55,2,0,0,0,8,1,22,1,22
34,36,1,35,2,3,91500,8,7,1,4,1,4
45,32,1,33,2,2,300000,8,7,1,4,1,13
45,33,1,31,2,0,85000,8,7,1,4,1,9
12,76,1,73,2,0,0,0,4,1,4,1,4
42,72,1,71,2,2,0,2,2,1,4,1,13
42,67,2,0,0,0,0,0,0,0,0,1,10
42,41,1,43,2,4,0,2,7,1,9,1,1
42,40,1,42,2,0,0,8,7,1,4,1,10
42,61,1,61,2,0,0,3,4,1,13,1,1
42,58,1,56,2,0,0,4,2,1,10,1,10
42,97,2,0,0,0,0,0,0,0,0,1,13
42,71,1,0,0,0,0,0,0,0,0,1,10
42,50,1,47,2,2,0,4,4,1,30,1,30
42,37,1,39,2,2,61000,4,4,1,15,4,15
13,84,1,78,2,0,0,3,4,1,14,1,14
13,84,2,0,0,0,0,0,0,0,0,1,6
13,22,1,21,2,0,0,8,4,1,19,1,1
13,62,1,63,2,0,85000,5,4,1,6,1,6
5,22,1,0,0,0,0,0,0,0,0,2,14
51,50,1,41,2,1,9999999,99,3,2,14,2,15
51,79,2,0,0,0,0,0,0,0,0,1,13
51,53,1,55,2,0,0,4,6,1,12,1,12
37,64,1,0,0,0,0,0,0,0,0,1,14
37,55,2,0,0,0,0,0,0,0,0,1,7
51,25,1,25,2,2,0,8,7,1,6,1,6
51,41,1,46,2,0,29999,3,3,1,11,1,11
51,42,1,46,2,0,0,2,2,1,11,1,11
25,42,1,45,2,1,80000,7,7,1,1,1,13
25,37,1,36,2,1,49000,7,6,1,14,1,14
25,66,1,69,2,0,152000,7,6,1,13,1,13
44,34,1,34,2,0,75000,7,8,1,14,1,4
24,70,2,0,0,0,0,0,0,0,0,2,10
24,49,1,0,0,0,0,0,0,0,0,2,1
24,53,1,52,2,0,0,2,4,1,1,1,1
24,30,1,28,2,1,0,4,4,1,25,1,6
10,76,1,72,2,0,0,0,0,1,13,1,4
24,69,1,0,0,0,0,0,0,0,0,2,10
11,57,2,0,0,0,0,0,0,0,0,2,14
51,35,2,0,0,1,0,0,0,0,0,2,6
24,42,1,41,2,3,0,7,7,2,15,2,15
24,46,1,45,2,1,16500,6,6,2,15,2,99
0,60,2,0,0,0,0,0,0,0,0,1,99
0,29,1,28,2,0,0,4,6,1,14,1,14
12,68,2,0,0,0,0,0,0,0,0,1,4
34,44,1,0,0,0,36500,0,0,0,0,1,4
12,40,2,0,0,2,0,0,0,0,0,1,4
34,73,1,66,2,0,0,2,2,1,9,1,9
34,20,1,0,0,0,0,0,0,0,0,1,15
36,22,1,21,2,1,0,3,4,1,4,1,4
42,57,1,52,2,0,47500,6,4,1,13,1,13
42,79,2,0,0,0,0,0,0,0,0,1,15
4,48,1,47,2,0,0,6,4,1,14,1,15
42,30,1,29,2,2,0,2,2,1,15,1,15
42,45,2,0,0,0,0,0,0,0,0,1,1
25,67,1,68,2,0,0,4,4,1,4,1,4
36,33,1,0,0,0,140000,0,0,0,0,1,4
25,27,2,0,0,0,120000,0,0,0,0,1,4
42,71,1,69,2,0,0,2,3,1,4,1,10
5,63,1,53,2,1,0,4,7,1,15,1,28
5,67,2,0,0,0,0,0,0,0,0,1,1
5,64,1,54,2,0,0,99,99,1,6,1,6
5,62,1,53,2,0,0,4,3,1,6,1,6
5,70,1,67,2,0,0,3,3,1,11,1,11
5,43,2,0,0,0,2750,0,0,0,0,1,11
5,46,1,0,0,0,0,0,0,0,0,1,6
5,45,2,0,0,0,0,0,0,0,0,1,15
5,43,1,48,2,2,35000,2,4,1,6,1,6
5,40,1,52,2,2,0,8,8,1,15,1,15
5,35,1,34,2,3,0,4,8,1,6,1,6
5,31,1,33,2,3,1200,4,6,1,15,1,6
5,22,2,0,0,0,0,0,0,0,0,1,15
5,21,2,0,0,0,0,0,0,0,0,1,1
21,18,2,0,0,0,0,0,0,0,0,1,14
5,19,2,0,0,0,0,0,0,0,0,1,6
5,62,1,60,2,0,0,2,3,1,6,1,6
21,39,2,0,0,1,0,0,0,0,0,1,7
5,51,1,57,2,0,0,3,3,1,6,1,6
5,53,1,39,2,1,0,99,3,1,6,1,6
5,35,1,32,2,2,43500,3,3,1,6,1,6
5,43,1,41,2,2,0,99,99,1,3,1,3
5,58,1,43,2,0,0,4,2,1,13,1,15
5,69,1,66,2,0,100,4,4,1,6,1,6
12,78,1,70,2,0,0,0,0,1,4,1,4
12,49,1,0,0,0,0,0,0,0,0,7,14
12,52,2,0,0,1,0,0,0,0,0,7,4
13,44,1,47,2,0,0,99,99,2,15,2,15
22,36,1,47,2,1,0,5,5,2,6,2,6
22,31,2,0,0,2,0,0,0,0,0,9,99
22,27,1,22,2,0,0,4,3,2,10,2,10
22,69,2,0,0,0,1141,0,0,0,0,2,6
6,61,1,60,2,0,0,99,99,2,6,2,11
33,66,2,0,0,0,0,0,0,0,0,1,13
33,46,1,36,2,0,0,4,4,1,99,2,99
25,57,2,0,0,0,0,0,0,0,0,1,4
25,55,1,0,0,0,0,0,0,0,0,1,1
25,34,1,30,2,0,135000,4,7,2,18,1,2
15,33,1,40,2,0,65000,4,4,1,1,1,1
25,29,1,28,2,0,135000,5,5,1,1,1,1
25,61,1,60,2,0,0,4,4,1,4,4,1
33,65,1,66,2,0,130000,4,4,1,4,1,4
25,38,1,34,2,2,165000,4,7,1,1,1,1
25,70,1,68,2,0,0,4,3,1,4,1,4
6,34,1,0,0,0,0,0,0,0,0,1,1
25,71,1,70,2,0,0,1,0,1,13,1,4
25,40,1,39,2,3,150000,8,4,1,15,1,3
42,53,1,37,2,1,0,0,0,9,28,1,1
50,33,1,37,2,1,0,8,4,1,4,9,4
6,73,1,80,2,0,0,99,4,1,16,1,4
19,60,2,0,0,0,0,0,0,0,0,1,1
19,73,1,63,2,0,0,0,0,4,15,1,15
19,41,1,41,2,3,0,4,4,1,1,1,1
20,35,1,32,2,2,600000,5,4,1,1,1,1
19,32,1,0,0,0,66000,0,0,0,0,1,1
36,63,1,61,2,0,0,2,2,1,4,1,1
26,45,1,46,2,3,0,7,7,1,13,1,13
39,59,1,56,2,0,0,4,4,1,15,1,15
39,53,1,0,0,0,0,0,0,0,0,1,13
39,34,1,33,2,3,118000,7,7,1,14,1,14
39,30,1,26,2,0,0,4,4,1,14,1,14
39,62,1,63,2,0,32000,2,2,1,13,1,13
39,33,1,32,2,3,0,3,4,1,15,1,14
39,68,2,0,0,0,0,0,0,0,0,1,9
29,94,2,0,0,0,0,0,0,0,0,1,21
5,67,1,0,0,0,0,0,0,0,0,2,14
5,45,1,32,2,1,0,99,7,2,1,2,1
5,44,2,0,0,4,24800,0,0,0,0,2,6
5,43,2,0,0,1,34000,0,0,0,0,2,1
5,39,1,0,0,4,0,0,0,0,0,2,6
50,84,2,0,0,0,0,0,0,0,0,1,1
17,69,1,68,2,0,0,7,4,1,10,1,10
17,35,1,0,0,0,76000,0,0,0,0,1,10
17,41,1,39,2,2,90000,8,8,1,15,1,15
42,66,1,60,2,0,0,4,2,1,4,1,4
42,73,1,71,2,0,0,4,2,1,4,1,4
42,51,1,49,2,1,9999999,5,99,1,9,1,4
42,72,2,0,0,0,0,0,0,0,0,1,28
42,47,1,45,2,2,0,4,4,1,10,1,13
51,44,1,45,2,1,0,4,4,1,13,1,1
48,68,2,0,0,0,0,0,0,0,0,2,6
48,62,2,0,0,0,0,0,0,0,0,2,8
48,60,2,0,0,0,0,0,0,0,0,2,6
48,58,2,0,0,0,0,0,0,0,0,2,6
48,55,1,0,0,0,0,0,0,0,0,2,15
48,45,2,0,0,0,0,0,0,0,0,2,6
48,40,2,0,0,0,0,0,0,0,0,2,15
48,38,2,0,0,1,0,0,0,0,0,2,15
48,38,2,0,0,3,0,0,0,0,0,2,14
48,35,1,0,0,1,0,0,0,0,0,2,1
48,35,2,0,0,2,0,0,0,0,0,2,8
48,28,2,0,0,6,0,0,0,0,0,2,14
48,27,1,27,2,2,0,4,4,2,99,2,1
48,25,2,0,0,3,0,0,0,0,0,2,1
48,19,2,0,0,1,0,0,0,0,0,2,14
48,19,2,0,0,0,0,0,0,0,0,2,14
48,45,2,0,0,1,0,0,0,0,0,2,1
48,39,1,0,0,0,0,0,0,0,0,2,14
48,37,1,0,0,0,0,0,0,0,0,2,15
48,41,2,0,0,3,5600,0,0,0,0,1,14
48,40,2,0,0,1,0,0,0,0,0,2,1
48,47,2,0,0,8,0,0,0,0,0,2,15
48,25,1,27,2,2,0,0,0,9,99,9,99
48,24,2,0,0,2,0,0,0,0,0,2,14
48,22,2,0,0,0,0,0,0,0,0,2,1
48,20,1,0,0,0,0,0,0,0,0,2,1
48,18,2,0,0,0,0,0,0,0,0,1,14
48,44,2,0,0,3,0,0,0,0,0,2,15
48,36,2,0,0,1,0,0,0,0,0,2,15
48,31,2,0,0,3,0,0,0,0,0,2,15
48,41,2,0,0,1,0,0,0,0,0,2,1
48,28,2,0,0,3,0,0,0,0,0,2,15
48,58,1,0,0,0,0,0,0,0,0,2,6
48,23,1,21,2,0,0,1,0,2,6,2,6
48,27,1,27,2,3,0,4,4,2,6,2,6
39,84,2,0,0,0,0,0,0,0,0,1,13
39,64,2,0,0,1,0,0,0,0,0,1,99
48,61,1,57,2,0,0,2,4,1,14,1,14
4,41,2,0,0,0,0,0,0,0,0,1,14
39,56,1,63,2,0,0,4,4,1,15,1,1
39,31,1,0,0,0,0,0,0,0,0,1,14
39,28,2,0,0,0,0,0,0,0,0,1,15
20,39,1,39,2,1,9999998,6,3,1,14,1,14
39,76,1,75,2,0,0,3,4,1,10,1,10
39,50,2,0,0,0,94000,0,0,0,0,1,15
39,47,1,0,0,0,0,0,0,0,0,1,1
39,81,1,75,2,0,0,3,5,1,9,1,9
46,85,2,0,0,0,0,0,0,0,0,1,20
46,54,1,0,0,0,0,0,0,0,0,1,14
19,35,1,33,2,3,0,4,4,1,15,1,15
46,34,1,0,0,0,0,0,0,0,0,1,14
46,30,2,0,0,2,0,0,0,0,0,1,15
31,19,2,0,0,0,0,0,0,0,0,1,1
46,18,1,0,0,0,0,0,0,0,0,3,4
31,43,1,42,2,3,0,99,4,7,11,3,11
46,40,1,39,2,2,60000,4,4,3,14,3,19
46,39,1,46,2,3,0,4,7,3,4,3,2
46,38,1,38,2,3,54000,1,1,3,11,3,19
46,34,1,0,0,1,0,0,0,0,0,3,15
46,69,1,60,2,0,0,4,7,7,15,1,15
46,30,1,29,2,3,1400,6,5,1,15,1,15
31,69,2,0,0,0,0,0,0,0,0,1,10
8,41,2,0,0,3,0,0,0,0,0,1,9
8,41,1,0,0,0,0,0,0,0,0,1,4
31,36,2,0,0,0,34000,0,0,0,0,1,1
8,22,1,0,0,0,800,0,0,0,0,1,13
51,72,1,73,2,0,30,2,4,1,4,1,4
51,50,1,44,2,0,0,5,5,1,6,1,6
51,47,1,47,2,1,0,7,4,1,1,1,1
51,51,2,0,0,0,600,0,0,0,0,1,14
51,63,2,0,0,0,0,0,0,0,0,1,1
51,44,1,0,0,0,0,0,0,0,0,1,15
51,42,1,0,0,0,0,0,0,0,0,1,11
51,26,1,25,2,1,0,3,4,1,14,1,1
51,21,1,22,2,0,0,4,4,1,14,1,14
51,50,1,0,0,1,0,0,0,0,0,1,14
51,43,1,39,2,1,133000,4,4,1,14,2,3
51,40,2,0,0,2,0,0,0,0,0,1,11
51,31,1,38,2,1,0,7,4,1,1,1,1
51,68,1,64,2,1,0,4,4,1,6,1,6
51,46,1,41,2,2,0,4,4,1,10,1,15
37,75,1,77,2,0,0,3,4,1,6,1,6
37,78,2,0,0,0,0,0,0,0,0,1,12
37,55,1,62,2,0,0,4,4,1,14,1,14
25,84,2,0,0,0,0,0,0,0,0,1,4
25,61,1,56,2,1,260,0,0,1,4,1,4
25,53,1,52,2,0,0,4,0,1,9,1,4
25,51,2,0,0,2,55000,0,0,0,0,1,4
25,39,2,0,0,1,0,0,0,0,0,1,1
9,34,1,25,2,0,0,4,7,1,1,1,1
9,23,2,0,0,0,0,0,0,0,0,1,13
25,59,1,57,2,0,0,4,4,1,4,1,4
25,61,1,63,2,0,0,4,4,1,4,1,4
25,39,1,39,2,0,0,4,4,1,4,1,4
25,31,1,30,2,2,59000,4,4,1,4,1,4
25,35,1,33,2,2,950,4,4,1,4,1,4
17,64,1,63,2,1,0,6,7,2,6,2,6
17,75,1,61,2,0,0,5,5,1,1,5,1
28,70,1,0,0,0,0,0,0,0,0,1,1
55,41,1,0,0,2,82800,0,0,0,0,1,1
36,30,2,0,0,0,50000,0,0,0,0,1,1
55,48,1,45,2,1,0,6,6,1,1,1,1
6,73,2,0,0,0,0,0,0,0,0,1,4
48,51,1,48,2,2,134000,8,7,1,7,1,7
6,49,1,45,2,1,135000,4,5,1,1,1,15
6,77,2,0,0,0,0,0,0,0,0,2,6
6,60,1,0,0,0,0,0,0,0,0,2,6
6,56,2,0,0,0,0,0,0,0,0,2,6
6,53,2,0,0,0,4000,0,0,0,0,2,6
6,37,1,0,0,0,0,0,0,0,0,2,2
6,35,1,0,0,0,0,0,0,0,0,2,15
6,32,1,0,0,0,0,0,0,0,0,2,14
6,29,1,0,0,0,0,0,0,0,0,2,1
6,23,2,0,0,2,0,0,0,0,0,2,14
6,34,2,0,0,2,0,0,0,0,0,2,14
6,41,1,39,2,2,0,4,4,2,1,2,1
6,28,2,0,0,1,0,0,0,0,0,2,14
53,41,2,0,0,0,0,0,0,0,0,1,15
42,76,1,77,2,0,0,2,2,1,4,1,14
42,53,2,0,0,1,50000,0,0,0,0,1,4
42,50,1,49,2,1,140000,4,4,1,15,1,4
42,66,2,0,0,0,0,0,0,0,0,1,22
34,71,2,0,0,0,0,0,0,0,0,1,10
42,75,1,76,2,0,491,99,4,1,4,1,4
42,43,1,30,2,2,0,7,4,1,4,1,4
19,90,2,0,0,0,0,0,0,0,0,1,9
19,67,1,67,2,0,0,4,4,1,9,1,9
19,66,1,65,2,0,0,4,4,1,9,1,9
19,57,1,56,2,0,0,4,4,1,14,1,14
19,34,1,0,0,0,0,0,0,0,0,1,1
19,24,1,25,2,0,0,6,6,1,14,1,14
5,69,1,67,2,0,32000,8,7,1,6,1,6
48,64,2,0,0,0,2000,0,0,0,0,1,15
48,60,1,58,2,0,85000,7,7,1,6,1,6
48,42,2,0,0,0,0,0,0,0,0,1,15
5,38,1,38,2,3,58000,5,7,1,6,1,6
48,37,1,35,2,2,56522,7,7,1,6,1,6
1,44,1,36,2,1,80000,8,7,1,7,7,7
5,32,1,32,2,3,51500,8,7,1,15,1,15
48,36,1,34,2,0,2875,7,7,1,6,1,10
48,71,1,0,0,0,64797,0,0,0,0,1,10
5,71,2,0,0,0,55000,0,0,0,0,1,7
5,50,1,50,2,1,55000,7,7,1,6,1,6
40,48,1,47,2,1,170000,8,6,1,6,1,6
8,49,2,53,2,0,0,4,4,1,7,1,7
5,26,1,0,0,0,0,0,0,0,0,1,1
5,58,1,61,2,0,0,7,6,1,15,1,15
5,61,1,42,2,0,0,8,6,1,14,1,14
5,53,2,0,0,1,65000,0,0,0,0,1,15
5,67,1,66,2,0,0,3,3,1,6,1,6
5,45,1,45,2,1,35000,4,4,1,15,1,10
6,52,1,0,0,0,115000,0,0,0,0,1,6
32,61,1,54,2,2,0,0,0,2,5,2,6
32,44,2,0,0,0,0,0,0,0,0,2,8
22,72,1,66,2,0,0,2,3,1,6,1,6
22,44,1,42,2,1,0,4,4,1,6,1,6
39,77,1,74,2,0,0,4,3,1,13,1,13
40,42,1,45,2,3,88000,7,4,1,14,1,14
4,68,2,0,0,0,0,0,0,0,0,1,1
42,66,2,0,0,0,180000,0,0,0,0,7,1
42,64,2,0,0,0,39000,0,0,0,0,1,4
8,61,1,0,0,0,0,0,0,0,0,1,4
48,47,2,0,0,3,149143,0,0,0,0,1,28
47,45,1,44,2,3,275000,2,6,1,1,1,4
42,24,1,0,0,0,32000,0,0,0,0,1,1
12,69,1,60,1,0,0,0,0,9,97,1,97
31,72,2,0,0,0,0,0,0,0,0,1,13
31,66,1,0,0,0,0,0,0,0,0,1,14
4,71,1,59,2,0,0,2,4,1,14,1,18
20,63,1,59,2,0,0,4,2,1,10,1,15
20,59,1,55,2,0,0,4,4,1,1,1,1
20,32,1,0,0,0,0,0,0,0,0,1,14
37,38,1,0,0,1,0,0,0,0,0,3,14
31,32,1,38,2,2,0,4,4,2,15,1,15
20,42,1,28,2,1,0,4,4,1,1,1,1
49,91,1,81,2,0,0,3,3,1,21,1,21
49,45,1,37,2,1,0,4,4,1,1,1,1
13,23,1,0,0,0,0,0,0,0,0,1,14
2,22,2,0,0,0,0,0,0,0,0,1,1
2,62,1,45,2,0,0,7,4,1,6,1,4
51,45,1,42,2,2,150000,7,4,1,14,1,14
29,92,1,0,0,0,0,0,0,0,0,1,6
29,39,2,0,0,1,48500,0,0,0,0,1,6
29,42,2,0,0,2,42000,0,0,0,0,1,14
29,70,1,69,2,0,0,4,3,1,6,1,1
29,41,1,41,2,3,1200,6,6,1,6,1,6
26,93,1,0,0,0,0,0,0,0,0,1,9
39,67,2,0,0,0,0,0,0,0,0,1,9
2,64,1,57,2,1,0,4,5,1,9,1,9
39,42,1,49,2,0,0,4,4,1,9,1,9
2,39,1,0,0,0,0,0,0,0,0,1,3
2,27,1,29,2,0,0,5,5,1,14,1,4
39,45,1,40,2,0,0,4,6,1,9,1,9
22,36,1,35,2,1,8000,7,7,1,16,1,15
25,32,2,0,0,0,75000,0,0,0,0,1,3
25,67,1,68,2,0,0,6,4,1,1,1,1
12,85,1,80,2,0,0,5,3,1,4,1,6
12,60,2,0,0,4,0,0,0,0,0,1,6
12,54,1,47,2,0,0,5,5,1,4,1,4
13,46,1,47,2,0,0,4,4,7,4,1,4
54,66,1,64,2,0,0,3,3,1,6,1,6
54,45,1,39,2,1,0,6,6,1,14,5,14
42,89,1,86,2,0,0,4,5,1,7,1,3
9,54,1,0,0,2,0,0,0,0,0,1,1
25,25,1,46,2,0,0,6,6,1,7,1,15
19,92,2,0,0,0,0,0,0,0,0,1,10
27,61,1,58,2,0,0,7,4,1,10,1,10
49,42,2,0,0,0,0,0,0,0,0,1,3
27,26,1,0,0,0,0,0,0,0,0,1,3
19,54,1,62,2,0,0,4,8,1,1,1,1
8,31,1,23,2,0,40000,7,7,1,2,1,1
19,64,1,64,2,0,0,2,4,1,4,1,4
19,63,1,62,2,0,0,2,2,1,4,1,4
19,37,1,37,2,3,55000,2,2,1,4,1,4
19,35,1,31,2,1,0,4,4,1,4,1,4
19,34,2,0,0,2,82000,0,0,0,0,1,4
19,67,1,72,2,0,0,99,99,1,4,1,4
17,66,1,63,2,0,0,4,4,1,6,1,14
19,65,1,64,2,0,0,2,4,1,4,1,4
19,63,1,0,0,0,0,0,0,0,0,1,4
19,39,1,0,0,0,0,0,0,0,0,1,1
17,38,1,36,2,3,0,7,2,1,15,1,15
17,32,2,28,2,1,0,4,4,1,1,1,1
19,62,1,57,2,0,0,2,4,1,4,1,4
19,36,1,0,0,0,0,0,0,0,0,1,4
8,31,1,0,0,0,0,0,0,0,0,1,1
51,39,1,38,2,3,104000,4,6,1,11,1,11
19,32,1,34,2,2,0,4,6,1,15,1,15
19,49,1,37,2,2,57000,99,6,1,1,1,1
19,47,1,43,2,1,0,4,7,1,4,1,1
19,40,1,34,2,3,0,4,7,1,9,1,9
19,39,1,0,0,1,0,0,0,0,0,1,30
19,77,1,75,2,0,0,4,2,1,4,1,4
19,52,1,48,2,3,0,99,99,1,4,1,4
19,36,1,37,2,2,0,5,5,1,4,1,4
31,70,2,0,0,0,0,0,0,0,0,1,10
31,47,1,0,0,1,0,0,0,0,0,1,1
31,49,1,44,2,3,0,4,8,1,10,1,10
31,58,1,56,2,0,0,4,2,1,11,1,11
31,38,1,39,2,2,1200,7,5,1,15,1,15
31,34,1,37,2,0,2000,4,4,1,15,1,15
31,80,2,0,0,0,0,0,0,0,0,1,28
31,57,1,55,2,0,0,4,4,1,28,1,28
31,53,1,35,1,0,54000,4,4,1,4,1,13
